images,label,size_kb,dimensions
./flower_images/Tulip/Tulip_008.jpg,Tulip,14.825,"(350, 279)"
./flower_images/Tulip/Tulip_009.jpg,Tulip,40.153,"(600, 600)"
./flower_images/Tulip/Tulip_010.jpg,Tulip,10.832,"(248, 203)"
./flower_images/Tulip/Tulip_011.jpg,Tulip,8.166,"(318, 159)"
./flower_images/Tulip/Tulip_012.jpg,Tulip,35.888,"(732, 549)"
./flower_images/Tulip/Tulip_013.jpg,Tulip,11.562,"(216, 233)"
./flower_images/Tulip/Tulip_014.jpg,Tulip,21.628,"(416, 263)"
./flower_images/Tulip/Tulip_015.jpg,Tulip,13.454,"(284, 177)"
./flower_images/Tulip/Tulip_016.jpg,Tulip,9.591,"(273, 184)"
./flower_images/Tulip/Tulip_017.jpg,Tulip,35.496,"(510, 340)"
./flower_images/Tulip/Tulip_018.jpg,Tulip,8.747,"(280, 180)"
./flower_images/Tulip/Tulip_019.jpg,Tulip,9.605,"(275, 183)"
./flower_images/Tulip/Tulip_020.jpg,Tulip,19.508,"(396, 280)"
./flower_images/Tulip/Tulip_021.jpg,Tulip,16.523,"(246, 360)"
./flower_images/Tulip/Tulip_022.jpg,Tulip,17.85,"(700, 450)"
./flower_images/Tulip/Tulip_023.jpg,Tulip,13.106,"(313, 161)"
./flower_images/Tulip/Tulip_024.jpg,Tulip,10.806,"(225, 225)"
./flower_images/Tulip/Tulip_025.jpg,Tulip,13.659,"(245, 206)"
./flower_images/Tulip/Tulip_026.jpg,Tulip,174.864,"(1080, 1920)"
./flower_images/Tulip/Tulip_027.jpg,Tulip,49.735,"(350, 622)"
./flower_images/Tulip/Tulip_028.jpg,Tulip,16.987,"(510, 340)"
./flower_images/Tulip/Tulip_029.jpg,Tulip,8.044,"(300, 168)"
./flower_images/Tulip/Tulip_030.jpg,Tulip,7.105,"(275, 183)"
./flower_images/Tulip/Tulip_031.jpg,Tulip,169.868,"(1200, 1200)"
./flower_images/Tulip/Tulip_032.jpg,Tulip,12.245,"(300, 168)"
./flower_images/Tulip/Tulip_033.jpg,Tulip,47.825,"(800, 531)"
./flower_images/Tulip/Tulip_034.jpg,Tulip,217.982,"(1284, 2778)"
./flower_images/Tulip/Tulip_035.jpg,Tulip,11.459,"(347, 145)"
./flower_images/Tulip/Tulip_036.jpg,Tulip,16.267,"(459, 376)"
./flower_images/Tulip/Tulip_037.jpg,Tulip,30.966,"(579, 360)"
./flower_images/Tulip/Tulip_038.jpg,Tulip,68.624,"(800, 473)"
./flower_images/Tulip/Tulip_039.jpg,Tulip,1139.63,"(4500, 3000)"
./flower_images/Tulip/Tulip_040.jpg,Tulip,47.972,"(612, 407)"
./flower_images/Tulip/Tulip_041.jpg,Tulip,12.894,"(275, 183)"
./flower_images/Tulip/Tulip_042.jpg,Tulip,14.099,"(183, 275)"
./flower_images/Tulip/Tulip_043.jpg,Tulip,53.153,"(800, 561)"
./flower_images/Tulip/Tulip_044.jpg,Tulip,8.772,"(225, 225)"
./flower_images/Tulip/Tulip_045.jpg,Tulip,13.586,"(253, 200)"
./flower_images/Tulip/Tulip_046.jpg,Tulip,9.028,"(284, 177)"
./flower_images/Tulip/Tulip_047.jpg,Tulip,9.102,"(276, 183)"
./flower_images/Tulip/Tulip_048.jpg,Tulip,10.065,"(284, 177)"
./flower_images/Tulip/Tulip_049.jpg,Tulip,11.444,"(300, 168)"
./flower_images/Tulip/Tulip_050.jpg,Tulip,15.161,"(297, 170)"
./flower_images/Tulip/Tulip_051.jpg,Tulip,77.928,"(800, 530)"
./flower_images/Tulip/Tulip_052.jpg,Tulip,32.268,"(500, 500)"
./flower_images/Tulip/Tulip_053.jpg,Tulip,12.147,"(262, 192)"
./flower_images/Tulip/Tulip_054.jpg,Tulip,6.763,"(179, 281)"
./flower_images/Tulip/Tulip_055.jpg,Tulip,108.732,"(1300, 951)"
./flower_images/Tulip/Tulip_056.jpg,Tulip,9.392,"(268, 188)"
./flower_images/Tulip/Tulip_057.jpg,Tulip,10.633,"(300, 168)"
./flower_images/Tulip/Tulip_058.jpg,Tulip,26.044,"(542, 360)"
./flower_images/Tulip/Tulip_059.jpg,Tulip,9.983,"(206, 245)"
./flower_images/Tulip/Tulip_060.jpg,Tulip,486.088,"(2048, 2048)"
./flower_images/Tulip/Tulip_061.jpg,Tulip,11.575,"(225, 225)"
./flower_images/Tulip/Tulip_062.jpg,Tulip,47.306,"(1024, 576)"
./flower_images/Tulip/Tulip_063.jpg,Tulip,11.584,"(300, 168)"
./flower_images/Tulip/Tulip_064.jpg,Tulip,23.107,"(860, 346)"
./flower_images/Tulip/Tulip_065.jpg,Tulip,10.63,"(225, 225)"
./flower_images/Tulip/Tulip_066.jpg,Tulip,19.318,"(548, 313)"
./flower_images/Tulip/Tulip_067.jpg,Tulip,8.718,"(275, 183)"
./flower_images/Tulip/Tulip_068.jpg,Tulip,12.009,"(183, 275)"
./flower_images/Tulip/Tulip_069.jpg,Tulip,253.942,"(1080, 1920)"
./flower_images/Tulip/Tulip_070.jpg,Tulip,19.537,"(600, 400)"
./flower_images/Tulip/Tulip_071.jpg,Tulip,8.85,"(168, 299)"
./flower_images/Tulip/Tulip_072.jpg,Tulip,180.516,"(1080, 720)"
./flower_images/Tulip/Tulip_073.jpg,Tulip,16.881,"(236, 383)"
./flower_images/Tulip/Tulip_074.jpg,Tulip,8.904,"(183, 275)"
./flower_images/Tulip/Tulip_075.jpg,Tulip,16.219,"(284, 177)"
./flower_images/Tulip/Tulip_076.jpg,Tulip,65.366,"(720, 857)"
./flower_images/Tulip/Tulip_077.jpg,Tulip,14.086,"(300, 260)"
./flower_images/Tulip/Tulip_078.jpg,Tulip,11.579,"(177, 285)"
./flower_images/Tulip/Tulip_079.jpg,Tulip,8.172,"(275, 183)"
./flower_images/Tulip/Tulip_080.jpg,Tulip,13.659,"(225, 225)"
./flower_images/Tulip/Tulip_081.jpg,Tulip,117.127,"(1080, 675)"
./flower_images/Tulip/Tulip_082.jpg,Tulip,8.787,"(265, 190)"
./flower_images/Tulip/Tulip_083.jpg,Tulip,9.896,"(283, 178)"
./flower_images/Tulip/Tulip_084.jpg,Tulip,7.459,"(275, 183)"
./flower_images/Tulip/Tulip_085.jpg,Tulip,23.942,"(457, 280)"
./flower_images/Tulip/Tulip_086.jpg,Tulip,23.263,"(539, 360)"
./flower_images/Tulip/Tulip_087.jpg,Tulip,12.401,"(275, 183)"
./flower_images/Tulip/Tulip_088.jpg,Tulip,48.44,"(980, 980)"
./flower_images/Tulip/Tulip_089.jpg,Tulip,7.827,"(183, 275)"
./flower_images/Tulip/Tulip_090.jpg,Tulip,147.678,"(1080, 1620)"
./flower_images/Tulip/Tulip_091.jpg,Tulip,21.701,"(640, 360)"
./flower_images/Tulip/Tulip_092.jpg,Tulip,9.844,"(271, 186)"
./flower_images/Tulip/Tulip_093.jpg,Tulip,12.309,"(300, 168)"
./flower_images/Tulip/Tulip_094.jpg,Tulip,18.983,"(540, 360)"
./flower_images/Tulip/Tulip_095.jpg,Tulip,123.119,"(1920, 1080)"
./flower_images/Tulip/Tulip_096.jpg,Tulip,12.127,"(275, 183)"
./flower_images/Tulip/Tulip_097.jpg,Tulip,7.997,"(300, 168)"
./flower_images/Tulip/Tulip_098.jpg,Tulip,575.849,"(1400, 1400)"
./flower_images/Tulip/Tulip_099.jpg,Tulip,10.565,"(275, 183)"
./flower_images/Tulip/Tulip_100.jpg,Tulip,215.035,"(1920, 1200)"
./flower_images/Tulip/Tulip_1000.jpg,Tulip,8.343,"(276, 183)"
./flower_images/Tulip/Tulip_101.jpg,Tulip,9.539,"(225, 225)"
./flower_images/Tulip/Tulip_102.jpg,Tulip,15.288,"(262, 192)"
./flower_images/Tulip/Tulip_103.jpg,Tulip,13.512,"(345, 280)"
./flower_images/Tulip/Tulip_104.jpg,Tulip,6.938,"(354, 142)"
./flower_images/Tulip/Tulip_105.jpg,Tulip,79.045,"(800, 533)"
./flower_images/Tulip/Tulip_106.jpg,Tulip,14.008,"(284, 177)"
./flower_images/Tulip/Tulip_107.jpg,Tulip,8.455,"(290, 174)"
./flower_images/Tulip/Tulip_108.jpg,Tulip,7.468,"(213, 237)"
./flower_images/Tulip/Tulip_109.jpg,Tulip,10.146,"(225, 225)"
./flower_images/Tulip/Tulip_110.jpg,Tulip,112.841,"(1000, 1080)"
./flower_images/Tulip/Tulip_111.jpg,Tulip,8.358,"(284, 177)"
./flower_images/Tulip/Tulip_112.jpg,Tulip,11.93,"(262, 192)"
./flower_images/Tulip/Tulip_113.jpg,Tulip,5.477,"(183, 275)"
./flower_images/Tulip/Tulip_114.jpg,Tulip,11.871,"(168, 300)"
./flower_images/Tulip/Tulip_115.jpg,Tulip,11.353,"(225, 225)"
./flower_images/Tulip/Tulip_116.jpg,Tulip,51.33,"(1024, 576)"
./flower_images/Tulip/Tulip_117.jpg,Tulip,97.617,"(1024, 683)"
./flower_images/Tulip/Tulip_118.jpg,Tulip,8.973,"(259, 194)"
./flower_images/Tulip/Tulip_119.jpg,Tulip,7.012,"(251, 201)"
./flower_images/Tulip/Tulip_120.jpg,Tulip,93.988,"(1500, 1001)"
./flower_images/Tulip/Tulip_121.jpg,Tulip,13.623,"(276, 183)"
./flower_images/Tulip/Tulip_122.jpg,Tulip,5.565,"(248, 203)"
./flower_images/Tulip/Tulip_123.jpg,Tulip,14.325,"(225, 225)"
./flower_images/Tulip/Tulip_124.jpg,Tulip,12.675,"(276, 183)"
./flower_images/Tulip/Tulip_125.jpg,Tulip,7.497,"(225, 225)"
./flower_images/Tulip/Tulip_126.jpg,Tulip,12.953,"(281, 180)"
./flower_images/Tulip/Tulip_127.jpg,Tulip,11.509,"(338, 211)"
./flower_images/Tulip/Tulip_128.jpg,Tulip,25.928,"(463, 260)"
./flower_images/Tulip/Tulip_129.jpg,Tulip,54.445,"(800, 533)"
./flower_images/Tulip/Tulip_130.jpg,Tulip,9.796,"(225, 225)"
./flower_images/Tulip/Tulip_131.jpg,Tulip,10.177,"(295, 171)"
./flower_images/Tulip/Tulip_132.jpg,Tulip,103.351,"(860, 766)"
./flower_images/Tulip/Tulip_133.jpg,Tulip,107.759,"(1000, 1000)"
./flower_images/Tulip/Tulip_134.jpg,Tulip,43.955,"(612, 392)"
./flower_images/Tulip/Tulip_135.jpg,Tulip,12.31,"(275, 183)"
./flower_images/Tulip/Tulip_136.jpg,Tulip,26.689,"(509, 338)"
./flower_images/Tulip/Tulip_137.jpg,Tulip,7.271,"(168, 299)"
./flower_images/Tulip/Tulip_138.jpg,Tulip,35.961,"(700, 522)"
./flower_images/Tulip/Tulip_139.jpg,Tulip,21.662,"(509, 339)"
./flower_images/Tulip/Tulip_140.jpg,Tulip,7.174,"(275, 183)"
./flower_images/Tulip/Tulip_141.jpg,Tulip,8.713,"(275, 183)"
./flower_images/Tulip/Tulip_142.jpg,Tulip,99.069,"(940, 788)"
./flower_images/Tulip/Tulip_143.jpg,Tulip,15.116,"(299, 168)"
./flower_images/Tulip/Tulip_144.jpg,Tulip,77.219,"(800, 536)"
./flower_images/Tulip/Tulip_145.jpg,Tulip,22.784,"(509, 339)"
./flower_images/Tulip/Tulip_146.jpg,Tulip,7.892,"(267, 189)"
./flower_images/Tulip/Tulip_147.jpg,Tulip,103.398,"(1000, 667)"
./flower_images/Tulip/Tulip_148.jpg,Tulip,8.104,"(176, 286)"
./flower_images/Tulip/Tulip_149.jpg,Tulip,10.965,"(224, 225)"
./flower_images/Tulip/Tulip_150.jpg,Tulip,9.681,"(225, 225)"
./flower_images/Tulip/Tulip_151.jpg,Tulip,38.141,"(612, 459)"
./flower_images/Tulip/Tulip_152.jpg,Tulip,12.843,"(275, 183)"
./flower_images/Tulip/Tulip_153.jpg,Tulip,15.217,"(194, 259)"
./flower_images/Tulip/Tulip_154.jpg,Tulip,16.215,"(270, 187)"
./flower_images/Tulip/Tulip_155.jpg,Tulip,120.661,"(900, 900)"
./flower_images/Tulip/Tulip_156.jpg,Tulip,182.01,"(1920, 1485)"
./flower_images/Tulip/Tulip_157.jpg,Tulip,5.559,"(219, 230)"
./flower_images/Tulip/Tulip_158.jpg,Tulip,1131.313,"(4592, 3056)"
./flower_images/Tulip/Tulip_159.jpg,Tulip,44.379,"(510, 340)"
./flower_images/Tulip/Tulip_160.jpg,Tulip,10.644,"(183, 275)"
./flower_images/Tulip/Tulip_161.jpg,Tulip,11.699,"(300, 300)"
./flower_images/Tulip/Tulip_162.jpg,Tulip,7.709,"(168, 300)"
./flower_images/Tulip/Tulip_163.jpg,Tulip,387.665,"(1280, 1920)"
./flower_images/Tulip/Tulip_164.jpg,Tulip,92.104,"(946, 1280)"
./flower_images/Tulip/Tulip_165.jpg,Tulip,12.55,"(318, 159)"
./flower_images/Tulip/Tulip_166.jpg,Tulip,34.142,"(612, 388)"
./flower_images/Tulip/Tulip_167.jpg,Tulip,8.7,"(249, 202)"
./flower_images/Tulip/Tulip_168.jpg,Tulip,8.491,"(267, 280)"
./flower_images/Tulip/Tulip_169.jpg,Tulip,7.876,"(275, 183)"
./flower_images/Tulip/Tulip_170.jpg,Tulip,17.805,"(300, 168)"
./flower_images/Tulip/Tulip_171.jpg,Tulip,25.305,"(612, 408)"
./flower_images/Tulip/Tulip_172.jpg,Tulip,14.897,"(390, 280)"
./flower_images/Tulip/Tulip_173.jpg,Tulip,31.214,"(1022, 575)"
./flower_images/Tulip/Tulip_174.jpg,Tulip,7.597,"(225, 225)"
./flower_images/Tulip/Tulip_175.jpg,Tulip,12.279,"(275, 184)"
./flower_images/Tulip/Tulip_176.jpg,Tulip,121.947,"(1300, 957)"
./flower_images/Tulip/Tulip_177.jpg,Tulip,22.181,"(511, 338)"
./flower_images/Tulip/Tulip_178.jpg,Tulip,16.852,"(270, 187)"
./flower_images/Tulip/Tulip_179.jpg,Tulip,9.131,"(276, 183)"
./flower_images/Tulip/Tulip_180.jpg,Tulip,42.67,"(338, 601)"
./flower_images/Tulip/Tulip_181.jpg,Tulip,12.367,"(300, 168)"
./flower_images/Tulip/Tulip_182.jpg,Tulip,7.209,"(184, 275)"
./flower_images/Tulip/Tulip_183.jpg,Tulip,99.732,"(920, 659)"
./flower_images/Tulip/Tulip_184.jpg,Tulip,9.588,"(225, 225)"
./flower_images/Tulip/Tulip_185.jpg,Tulip,10.286,"(259, 194)"
./flower_images/Tulip/Tulip_186.jpg,Tulip,37.403,"(518, 640)"
./flower_images/Tulip/Tulip_187.jpg,Tulip,30.957,"(612, 408)"
./flower_images/Tulip/Tulip_188.jpg,Tulip,8.722,"(275, 183)"
./flower_images/Tulip/Tulip_189.jpg,Tulip,38.256,"(600, 400)"
./flower_images/Tulip/Tulip_190.jpg,Tulip,12.969,"(275, 183)"
./flower_images/Tulip/Tulip_191.jpg,Tulip,303.861,"(1920, 1200)"
./flower_images/Tulip/Tulip_192.jpg,Tulip,61.566,"(640, 426)"
./flower_images/Tulip/Tulip_193.jpg,Tulip,87.707,"(840, 879)"
./flower_images/Tulip/Tulip_194.jpg,Tulip,434.745,"(2560, 1600)"
./flower_images/Tulip/Tulip_195.jpg,Tulip,16.562,"(200, 356)"
./flower_images/Tulip/Tulip_196.jpg,Tulip,82.319,"(800, 1422)"
./flower_images/Tulip/Tulip_197.jpg,Tulip,14.662,"(360, 360)"
./flower_images/Tulip/Tulip_198.jpg,Tulip,42.443,"(500, 500)"
./flower_images/Tulip/Tulip_199.jpg,Tulip,38.457,"(360, 464)"
./flower_images/Tulip/Tulip_200.jpg,Tulip,7.621,"(275, 183)"
./flower_images/Tulip/Tulip_201.jpg,Tulip,8.251,"(225, 225)"
./flower_images/Tulip/Tulip_202.jpg,Tulip,8.804,"(275, 183)"
./flower_images/Tulip/Tulip_203.jpg,Tulip,7.985,"(168, 300)"
./flower_images/Tulip/Tulip_204.jpg,Tulip,13.154,"(168, 300)"
./flower_images/Tulip/Tulip_205.jpg,Tulip,36.119,"(450, 263)"
./flower_images/Tulip/Tulip_206.jpg,Tulip,6.694,"(227, 340)"
./flower_images/Tulip/Tulip_207.jpg,Tulip,11.912,"(225, 225)"
./flower_images/Tulip/Tulip_208.jpg,Tulip,408.692,"(3840, 2160)"
./flower_images/Tulip/Tulip_209.jpg,Tulip,11.086,"(190, 266)"
./flower_images/Tulip/Tulip_210.jpg,Tulip,6.949,"(300, 168)"
./flower_images/Tulip/Tulip_211.jpg,Tulip,10.72,"(187, 270)"
./flower_images/Tulip/Tulip_212.jpg,Tulip,58.447,"(1000, 565)"
./flower_images/Tulip/Tulip_213.jpg,Tulip,7.865,"(297, 170)"
./flower_images/Tulip/Tulip_214.jpg,Tulip,10.859,"(265, 190)"
./flower_images/Tulip/Tulip_215.jpg,Tulip,12.85,"(260, 194)"
./flower_images/Tulip/Tulip_216.jpg,Tulip,9.918,"(259, 194)"
./flower_images/Tulip/Tulip_217.jpg,Tulip,9.188,"(300, 168)"
./flower_images/Tulip/Tulip_218.jpg,Tulip,23.9,"(236, 523)"
./flower_images/Tulip/Tulip_219.jpg,Tulip,7.64,"(284, 177)"
./flower_images/Tulip/Tulip_220.jpg,Tulip,21.66,"(283, 178)"
./flower_images/Tulip/Tulip_221.jpg,Tulip,8.668,"(259, 194)"
./flower_images/Tulip/Tulip_222.jpg,Tulip,8.175,"(225, 225)"
./flower_images/Tulip/Tulip_223.jpg,Tulip,16.956,"(296, 170)"
./flower_images/Tulip/Tulip_224.jpg,Tulip,27.695,"(728, 410)"
./flower_images/Tulip/Tulip_225.jpg,Tulip,9.99,"(262, 193)"
./flower_images/Tulip/Tulip_226.jpg,Tulip,11.821,"(265, 190)"
./flower_images/Tulip/Tulip_227.jpg,Tulip,50.095,"(1000, 668)"
./flower_images/Tulip/Tulip_228.jpg,Tulip,21.675,"(500, 500)"
./flower_images/Tulip/Tulip_229.jpg,Tulip,13.981,"(201, 251)"
./flower_images/Tulip/Tulip_230.jpg,Tulip,8.733,"(224, 280)"
./flower_images/Tulip/Tulip_231.jpg,Tulip,8.482,"(267, 189)"
./flower_images/Tulip/Tulip_232.jpg,Tulip,114.42,"(1280, 853)"
./flower_images/Tulip/Tulip_233.jpg,Tulip,8.845,"(275, 183)"
./flower_images/Tulip/Tulip_234.jpg,Tulip,31.493,"(540, 360)"
./flower_images/Tulip/Tulip_235.jpg,Tulip,7.553,"(200, 200)"
./flower_images/Tulip/Tulip_236.jpg,Tulip,8.709,"(216, 233)"
./flower_images/Tulip/Tulip_237.jpg,Tulip,7.037,"(300, 168)"
./flower_images/Tulip/Tulip_238.jpg,Tulip,9.337,"(275, 183)"
./flower_images/Tulip/Tulip_239.jpg,Tulip,13.387,"(234, 215)"
./flower_images/Tulip/Tulip_240.jpg,Tulip,8.171,"(200, 200)"
./flower_images/Tulip/Tulip_241.jpg,Tulip,75.299,"(720, 810)"
./flower_images/Tulip/Tulip_242.jpg,Tulip,17.439,"(460, 360)"
./flower_images/Tulip/Tulip_243.jpg,Tulip,1188.744,"(3379, 2438)"
./flower_images/Tulip/Tulip_244.jpg,Tulip,6.773,"(265, 190)"
./flower_images/Tulip/Tulip_245.jpg,Tulip,8.893,"(275, 183)"
./flower_images/Tulip/Tulip_246.jpg,Tulip,8.551,"(300, 168)"
./flower_images/Tulip/Tulip_247.jpg,Tulip,10.862,"(300, 168)"
./flower_images/Tulip/Tulip_248.jpg,Tulip,6.703,"(265, 190)"
./flower_images/Tulip/Tulip_249.jpg,Tulip,7.845,"(284, 177)"
./flower_images/Tulip/Tulip_250.jpg,Tulip,10.84,"(168, 300)"
./flower_images/Tulip/Tulip_251.jpg,Tulip,118.212,"(1080, 1080)"
./flower_images/Tulip/Tulip_252.jpg,Tulip,7.943,"(275, 183)"
./flower_images/Tulip/Tulip_253.jpg,Tulip,13.146,"(292, 173)"
./flower_images/Tulip/Tulip_254.jpg,Tulip,8.194,"(300, 168)"
./flower_images/Tulip/Tulip_255.jpg,Tulip,29.458,"(540, 360)"
./flower_images/Tulip/Tulip_256.jpg,Tulip,66.812,"(640, 1138)"
./flower_images/Tulip/Tulip_257.jpg,Tulip,167.167,"(1280, 853)"
./flower_images/Tulip/Tulip_258.jpg,Tulip,5.622,"(275, 183)"
./flower_images/Tulip/Tulip_259.jpg,Tulip,198.915,"(1000, 956)"
./flower_images/Tulip/Tulip_260.jpg,Tulip,268.502,"(3508, 2480)"
./flower_images/Tulip/Tulip_261.jpg,Tulip,12.543,"(275, 183)"
./flower_images/Tulip/Tulip_262.jpg,Tulip,13.142,"(284, 177)"
./flower_images/Tulip/Tulip_263.jpg,Tulip,12.477,"(450, 257)"
./flower_images/Tulip/Tulip_264.jpg,Tulip,4.766,"(271, 186)"
./flower_images/Tulip/Tulip_265.jpg,Tulip,4.466,"(275, 183)"
./flower_images/Tulip/Tulip_266.jpg,Tulip,8.174,"(260, 194)"
./flower_images/Tulip/Tulip_267.jpg,Tulip,203.297,"(920, 1477)"
./flower_images/Tulip/Tulip_268.jpg,Tulip,95.246,"(1200, 620)"
./flower_images/Tulip/Tulip_269.jpg,Tulip,11.548,"(284, 177)"
./flower_images/Tulip/Tulip_270.jpg,Tulip,15.906,"(300, 168)"
./flower_images/Tulip/Tulip_271.jpg,Tulip,44.884,"(798, 360)"
./flower_images/Tulip/Tulip_272.jpg,Tulip,6.168,"(262, 193)"
./flower_images/Tulip/Tulip_273.jpg,Tulip,16.648,"(360, 360)"
./flower_images/Tulip/Tulip_274.jpg,Tulip,9.632,"(168, 299)"
./flower_images/Tulip/Tulip_275.jpg,Tulip,5.044,"(300, 168)"
./flower_images/Tulip/Tulip_276.jpg,Tulip,10.729,"(310, 163)"
./flower_images/Tulip/Tulip_277.jpg,Tulip,6.677,"(275, 183)"
./flower_images/Tulip/Tulip_278.jpg,Tulip,9.406,"(300, 168)"
./flower_images/Tulip/Tulip_279.jpg,Tulip,32.631,"(540, 360)"
./flower_images/Tulip/Tulip_280.jpg,Tulip,71.314,"(537, 721)"
./flower_images/Tulip/Tulip_281.jpg,Tulip,45.029,"(510, 340)"
./flower_images/Tulip/Tulip_282.jpg,Tulip,9.918,"(194, 259)"
./flower_images/Tulip/Tulip_283.jpg,Tulip,94.88,"(1000, 1500)"
./flower_images/Tulip/Tulip_284.jpg,Tulip,6.405,"(225, 225)"
./flower_images/Tulip/Tulip_285.jpg,Tulip,305.482,"(2560, 1707)"
./flower_images/Tulip/Tulip_286.jpg,Tulip,26.464,"(612, 408)"
./flower_images/Tulip/Tulip_287.jpg,Tulip,166.982,"(1080, 1920)"
./flower_images/Tulip/Tulip_288.jpg,Tulip,4.11,"(275, 183)"
./flower_images/Tulip/Tulip_289.jpg,Tulip,10.802,"(225, 225)"
./flower_images/Tulip/Tulip_290.jpg,Tulip,417.434,"(2492, 2765)"
./flower_images/Tulip/Tulip_291.jpg,Tulip,14.307,"(253, 200)"
./flower_images/Tulip/Tulip_292.jpg,Tulip,5.414,"(225, 225)"
./flower_images/Tulip/Tulip_293.jpg,Tulip,6.27,"(225, 225)"
./flower_images/Tulip/Tulip_294.jpg,Tulip,9.354,"(225, 225)"
./flower_images/Tulip/Tulip_295.jpg,Tulip,8.53,"(350, 233)"
./flower_images/Tulip/Tulip_296.jpg,Tulip,20.736,"(800, 533)"
./flower_images/Tulip/Tulip_297.jpg,Tulip,10.654,"(259, 194)"
./flower_images/Tulip/Tulip_298.jpg,Tulip,14.121,"(354, 280)"
./flower_images/Tulip/Tulip_299.jpg,Tulip,158.993,"(1706, 980)"
./flower_images/Tulip/Tulip_300.jpg,Tulip,44.391,"(626, 470)"
./flower_images/Tulip/Tulip_301.jpg,Tulip,13.08,"(275, 183)"
./flower_images/Tulip/Tulip_302.jpg,Tulip,6.505,"(300, 168)"
./flower_images/Tulip/Tulip_303.jpg,Tulip,6.445,"(275, 183)"
./flower_images/Tulip/Tulip_304.jpg,Tulip,8.525,"(305, 165)"
./flower_images/Tulip/Tulip_305.jpg,Tulip,40.931,"(800, 532)"
./flower_images/Tulip/Tulip_306.jpg,Tulip,10.776,"(284, 177)"
./flower_images/Tulip/Tulip_307.jpg,Tulip,8.442,"(168, 300)"
./flower_images/Tulip/Tulip_308.jpg,Tulip,421.469,"(1920, 1440)"
./flower_images/Tulip/Tulip_309.jpg,Tulip,53.959,"(768, 432)"
./flower_images/Tulip/Tulip_310.jpg,Tulip,78.922,"(720, 869)"
./flower_images/Tulip/Tulip_311.jpg,Tulip,27.675,"(500, 750)"
./flower_images/Tulip/Tulip_312.jpg,Tulip,9.632,"(275, 183)"
./flower_images/Tulip/Tulip_313.jpg,Tulip,13.009,"(284, 177)"
./flower_images/Tulip/Tulip_314.jpg,Tulip,23.877,"(640, 360)"
./flower_images/Tulip/Tulip_315.jpg,Tulip,9.378,"(152, 331)"
./flower_images/Tulip/Tulip_316.jpg,Tulip,100.056,"(1186, 829)"
./flower_images/Tulip/Tulip_317.jpg,Tulip,11.201,"(177, 285)"
./flower_images/Tulip/Tulip_318.jpg,Tulip,24.052,"(612, 515)"
./flower_images/Tulip/Tulip_319.jpg,Tulip,9.751,"(268, 188)"
./flower_images/Tulip/Tulip_320.jpg,Tulip,126.061,"(1920, 1200)"
./flower_images/Tulip/Tulip_321.jpg,Tulip,132.158,"(1080, 1080)"
./flower_images/Tulip/Tulip_322.jpg,Tulip,9.964,"(265, 190)"
./flower_images/Tulip/Tulip_323.jpg,Tulip,7.594,"(163, 308)"
./flower_images/Tulip/Tulip_324.jpg,Tulip,4.108,"(265, 190)"
./flower_images/Tulip/Tulip_325.jpg,Tulip,124.529,"(1300, 956)"
./flower_images/Tulip/Tulip_326.jpg,Tulip,36.385,"(800, 450)"
./flower_images/Tulip/Tulip_327.jpg,Tulip,11.053,"(300, 168)"
./flower_images/Tulip/Tulip_328.jpg,Tulip,10.723,"(263, 192)"
./flower_images/Tulip/Tulip_329.jpg,Tulip,135.924,"(1300, 1130)"
./flower_images/Tulip/Tulip_330.jpg,Tulip,113.969,"(800, 600)"
./flower_images/Tulip/Tulip_331.jpg,Tulip,17.261,"(516, 334)"
./flower_images/Tulip/Tulip_332.jpg,Tulip,8.141,"(275, 183)"
./flower_images/Tulip/Tulip_333.jpg,Tulip,22.954,"(600, 300)"
./flower_images/Tulip/Tulip_334.jpg,Tulip,15.372,"(275, 183)"
./flower_images/Tulip/Tulip_335.jpg,Tulip,6.042,"(216, 233)"
./flower_images/Tulip/Tulip_336.jpg,Tulip,11.459,"(268, 188)"
./flower_images/Tulip/Tulip_337.jpg,Tulip,27.74,"(510, 340)"
./flower_images/Tulip/Tulip_338.jpg,Tulip,22.743,"(612, 408)"
./flower_images/Tulip/Tulip_339.jpg,Tulip,9.396,"(204, 247)"
./flower_images/Tulip/Tulip_340.jpg,Tulip,45.252,"(600, 350)"
./flower_images/Tulip/Tulip_341.jpg,Tulip,14.061,"(274, 184)"
./flower_images/Tulip/Tulip_342.jpg,Tulip,4.906,"(347, 145)"
./flower_images/Tulip/Tulip_343.jpg,Tulip,7.67,"(225, 225)"
./flower_images/Tulip/Tulip_344.jpg,Tulip,8.188,"(260, 194)"
./flower_images/Tulip/Tulip_345.jpg,Tulip,19.728,"(300, 168)"
./flower_images/Tulip/Tulip_346.jpg,Tulip,32.485,"(508, 340)"
./flower_images/Tulip/Tulip_347.jpg,Tulip,14.656,"(278, 181)"
./flower_images/Tulip/Tulip_348.jpg,Tulip,7.138,"(275, 183)"
./flower_images/Tulip/Tulip_349.jpg,Tulip,6.928,"(300, 168)"
./flower_images/Tulip/Tulip_350.jpg,Tulip,8.018,"(300, 168)"
./flower_images/Tulip/Tulip_351.jpg,Tulip,7.0,"(276, 183)"
./flower_images/Tulip/Tulip_352.jpg,Tulip,277.696,"(1600, 1265)"
./flower_images/Tulip/Tulip_353.jpg,Tulip,9.288,"(279, 181)"
